0.114427    1.084386    0.010008    2.168773    0            0          1    20
0.12606     1.070064    0.010008    2.140128    0            0          1    20
0.127693    1.060148    0.010008    2.120297    0            0          1    20
0.149327    1.043623    0.010008    2.087245    0            0          1    20
0.149327    -1.043623   0.010008    2.087245    0            0          1    20
0.127693    -1.060148   0.010008    2.120297    0            0          1    20
0.12606     -1.070064   0.010008    2.140128    0            0          1    20
0.114427    -1.084386   0.010008    2.168773    0            0          1    20
0.18034     1.44827     0.041605    0.538759    0            0          4    16
0.79917     1.85264     0.162712    0.06797     0            0          7    2
0.79917     1.93351     0.162712    0.06797     0            0          7    2
1.49446     1.55264     0.186436    0.06797     0            0          7    2
1.49446     1.63351     0.186436    0.06797     0            0          7    2
1.8065      0.8881      0.115265    0.06797     0            0          4    2
1.7946      0.8072      0.091542    0.06797     0            0          4    2
2.0118      0.6489      0.1359      0.0685      0            0          6    2
2.0118      0.5751      0.1359      0.0685      0            0          6    2
2.0118      -0.5751     0.1359      0.0685      0            0          6    2
2.0118      -0.6489     0.1359      0.0685      0            0          6    2
1.7946      -0.8072     0.091542    0.06797     0            0          4    2
1.8065      -0.8881     0.115265    0.06797     0            0          4    2
1.49446     -1.63351    0.186436    0.06797     0            0          7    2
1.49446     -1.55264    0.186436    0.06797     0            0          7    2
0.79117     -1.93351    0.162712    0.06797     0            0          7    2
0.79917     -1.85264    0.162712    0.06797     0            0          7    2
0.18034     -1.44827    0.041605    0.538759    0            0          4    16
0.30421     -1.82517    0.08396     0.190576    0            0          4    6
0.7         2.82        0.1         0.0254      0            0          5    2
0.7         2.32        0.1         0.0254      0            0          5    2
0.7         -2.32       0.1         0.0254      0            0          5    2
0.7         -2.82       0.1         0.0254      0            0          5    2
0.4306      1.7565      0.0218      0.0679      0            0          1    4
0.6318      1.9259      0.0218      0.0679      0            0          1    4
